REEF_ID,REEF_SUB_ID,REEF_NAME,REEF_AREA,LAT_DEG,LAT_MIN,LONG_DEG,LONG_MIN,GAZ_NAME,REEF_CLASS,FULLREEF_ID,G_SECTION,A_SECTOR,SHELF,LONG_DD,LAT_DD,AIMS_REEF_NAME,
10299,S,10299S,250,10,46.5,143,6,10-299,,10299S,FN,CG,,143.1,-10.775,10299S,
10313,S,SEXTANT REEF,1,10,41.5,142,33,SEXTANT ROCK,,10313S,FN,CG,,142.55,-10.691667,SEXTANT REEF,
10314,S,IDA REEF,190,10,42.5,142,34,IDA ISLAND,,10314S,FN,CG,,142.566667,-10.708333,IDA REEF,
10315,S,SANA REEF,1,10,42,142,36,SANA ROCK,,10315S,FN,CG,,142.6,-10.7,SANA REEF,
10316,S,TREE REEF,10,10,42,142,36,TREE ISLET,,10316S,FN,CG,,142.6,-10.7,TREE REEF,
10317,S,BRUSH ISLET REEF,10,10,42.5,142,36,BRUSH ISLET,,10317S,FN,CG,,142.6,-10.708333,BRUSH ISLET REEF,
10318,A,ALBANY ISLAND REEF (NO 1),120,10,42.8,142,35.8,ALBANY ISLAND A,,10318A,FN,CG,,142.596667,-10.713333,ALBANY ISLAND REEF (NO 1),
10318,B,ALBANY ISLAND REEF (NO 2),60,10,43.5,142,37,ALBANY ISLAND B,,10318B,FN,CG,,142.616667,-10.725,ALBANY ISLAND REEF (NO 2),
10318,C,ALBANY ISLAND REEF (NO 3),40,10,45,142,37.5,ALBANY ISLAND C,,10318C,FN,CG,,142.625,-10.75,ALBANY ISLAND REEF (NO 3),
10318,D,ALBANY ISLAND REEF (NO 4),40,10,44,142,36.5,ALBANY ISLAND D,,10318D,FN,CG,,142.608333,-10.733333,ALBANY ISLAND REEF (NO 4),
10319,S,PITT ROCK,10,10,44,142,37.5,PITT ROCK,,10319S,FN,CG,,142.625,-10.733333,PITT ROCK,
10320,S,MAI REEF,120,10,43.5,142,37.5,MAI ISLET,,10320S,FN,CG,,142.625,-10.725,MAI REEF,
10321,S,ALBANY ROCK REEF,10,10,43,142,38,ALBANY ROCK,,10321S,FN,CG,,142.633333,-10.716667,ALBANY ROCK REEF,
10322,S,NORTH BROTHER REEF,10,10,42,142,40.5,NORTH BROTHER ROCK,,10322S,FN,CG,,142.675,-10.7,NORTH BROTHER REEF,
10323,S,MIDDLE BROTHER REEF,60,10,43,142,41,MIDDLE BROTHER ISLET,,10323S,FN,CG,,142.683333,-10.716667,MIDDLE BROTHER REEF,
10324,S,SOUTH BROTHER REEF,20,10,43.5,142,41.5,SOUTH BROTHER ROCK,,10324S,FN,CG,,142.691667,-10.725,SOUTH BROTHER REEF,
10325,S,NORTH LEDGE,940,10,40.5,142,44.5,NORTH LEDGE,,10325S,FN,CG,,142.741667,-10.675,NORTH LEDGE,
10326,S,MEGGI-DAMUN REEF,560,10,41,142,47,MEGGI-DAMUN,,10326S,FN,CG,,142.783333,-10.683333,MEGGI-DAMUN REEF,
10327,S,SOUTH LEDGE,3690,10,43,142,44.5,SOUTH LEDGE,,10327S,FN,CG,,142.741667,-10.716667,SOUTH LEDGE,
10328,S,ULFA REEF,20,10,45.5,142,37,ULFA ROCK,,10328S,FN,CG,,142.616667,-10.758333,ULFA REEF,
10329,S,ARIEL BANK,20,10,46,142,37.5,ARIEL BANK,,10329S,FN,CG,,142.625,-10.766667,ARIEL BANK,
10330,S,10330S,20,10,46.5,142,35.5,10-330,,10330S,FN,CG,,142.591667,-10.775,10330S,
10331,S,HARRINGTON SHOAL,120,10,48,142,42.5,HARRINGTON SHOAL,,10331S,FN,CG,,142.708333,-10.8,HARRINGTON SHOAL,
10332,S,10332S,60,10,49.5,142,34.5,10-332,,10332S,FN,CG,,142.575,-10.825,10332S,
10333,S,10333S,60,10,50,142,35,10-333,,10333S,FN,CG,,142.583333,-10.833333,10333S,
10334,S,FOUR FATHOM PATCHES,90,10,49,142,41,FOUR FATHOM PATCHES,,10334S,FN,CG,,142.683333,-10.816667,FOUR FATHOM PATCHES,
10335,S,HARRINGTON REEF,190,10,49,142,43.5,HARRINGTON,,10335S,FN,CG,,142.725,-10.816667,HARRINGTON REEF,
10336,S,WYBORN REEF,1690,10,49.5,142,46,WYBORN,PLANAR,10336S,FN,CG,I,142.766667,-10.825,WYBORN REEF,
10337,S,10337S,80,10,48.5,142,56,10-337,,10337S,FN,CG,,142.933333,-10.808333,10337S,
10338,S,WOMER REEF,250,10,48,142,59,10-338,,10338S,FN,CG,,142.983333,-10.8,WOMER REEF,
10339,S,BREWIS REEF,20,10,53.2,142,42,BREWIS ISLAND,,10339S,FN,CG,,142.7,-10.886667,BREWIS REEF,
10340,S,TURTLE ISLAND REEF(10340),20,10,53.5,142,42.1,TURTLE ISLAND (10340),,10340S,FN,CG,,142.701667,-10.891667,TURTLE ISLAND REEF(10340),
10341,S,SHORTLAND REEF,190,10,54,142,46.5,SHORTLAND,,10341S,FN,CG,,142.775,-10.9,SHORTLAND REEF,
10342,S,TROCHUS REEF,250,10,55,142,38,TROCHUS ISLAND,,10342S,FN,CG,,142.633333,-10.916667,TROCHUS REEF,
10343,A,TURTLE HEAD ISLAND REEF (NO 1),30,10,56,142,42.5,TURTLE HEAD ISLAND A,,10343A,FN,CG,,142.708333,-10.933333,TURTLE HEAD ISLAND REEF (NO 1),
10343,B,TURTLE HEAD ISLAND REEF (NO 2),60,10,57,142,42.5,TURTLE HEAD ISLAND B,,10343B,FN,CG,,142.708333,-10.95,TURTLE HEAD ISLAND REEF (NO 2),
10344,S,TERN REEF(10344),60,10,59.5,142,46,TERN ISLAND (10344),,10344S,NA,CG,,142.766667,-10.991667,TERN REEF(10344),
10348,S,10348S,120,10,41,143,15,10-348,,10348S,FN,CG,,143.25,-10.683333,10348S,
10349,S,10349S,940,10,42,143,26,10-349,,10349S,FN,CG,,143.433333,-10.7,10349S,
10350,S,10350S,190,10,41.5,143,28,10-350,,10350S,FN,CG,,143.466667,-10.691667,10350S,
10351,S,10351S,500,10,44,143,11.5,10-351,PLANAR,10351S,FN,CG,M,143.191667,-10.733333,10351S,
10352,S,10352S,310,10,44,143,20,10-352,PLANAR,10352S,FN,CG,M,143.333333,-10.733333,10352S,
10353,S,10353S,0,10,45,143,5.5,10-353,,10353S,FN,CG,,143.091667,-10.75,10353S,
10354,S,10354S,100,10,45,143,22,10-354,,10354S,FN,CG,,143.366667,-10.75,10354S,
10355,S,10355S,380,10,45.5,143,20,10-355,,10355S,FN,CG,,143.333333,-10.758333,10355S,
10356,S,10356S,160,10,46.5,143,24.5,10-356,,10356S,FN,CG,,143.408333,-10.775,10356S,
10357,S,10357S,120,10,48,143,21,10-357,,10357S,FN,CG,,143.35,-10.8,10357S,
10358,S,10358S,80,10,50,143,19.5,10-358,,10358S,FN,CG,,143.325,-10.833333,10358S,
10359,S,10359S,190,10,50.5,143,21,10-359,,10359S,FN,CG,,143.35,-10.841667,10359S,
10360,S,10360S,80,10,50.5,143,18,10-360,,10360S,FN,CG,,143.3,-10.841667,10360S,
10361,S,10361S,60,10,50.5,143,24,10-361,,10361S,FN,CG,,143.4,-10.841667,10361S,
10362,S,10362S,120,10,51,143,14.5,10-362,,10362S,FN,CG,,143.241667,-10.85,10362S,
10363,S,10363S,150,10,53,143,14,10-363,,10363S,FN,CG,,143.233333,-10.883333,10363S,
10364,S,10364S,120,10,53.5,143,12.5,10-364,,10364S,FN,CG,,143.208333,-10.891667,10364S,
10365,S,LINDA REEF,120,10,54,143,10.5,LINDA,,10365S,FN,CG,,143.175,-10.9,LINDA REEF,
10366,S,10366S,100,10,53.5,143,17.5,10-366,,10366S,FN,CG,,143.291667,-10.891667,10366S,
10367,S,10367S,120,10,54.5,143,23.5,10-367,,10367S,FN,CG,,143.391667,-10.908333,10367S,
10368,S,10368S,100,10,55,143,19,10-368,,10368S,FN,CG,,143.316667,-10.916667,10368S,
10369,S,10369S,190,10,55.5,143,18,10-369,,10369S,FN,CG,,143.3,-10.925,10369S,
10370,S,10370S,80,10,56,143,13.5,10-370,,10370S,FN,CG,,143.225,-10.933333,10370S,
10371,S,10371S,120,10,57,143,14.5,10-371,,10371S,FN,CG,,143.241667,-10.95,10371S,
10372,S,10372S,80,10,57,143,9.5,10-372,,10372S,FN,CG,,143.158333,-10.95,10372S,
10373,S,10373S,80,10,57,143,8,10-373,,10373S,FN,CG,,143.133333,-10.95,10373S,
10374,S,10374S,340,10,56,143,22,10-374,,10374S,FN,CG,,143.366667,-10.933333,10374S,
10375,A,10375A,,10,58,143,24,10-375,,10375A,FN,CG,,143.4,-10.966667,10375A,
10375,B,10375B,,10,58,143,26,10-375,,10375B,FN,CG,,143.433333,-10.966667,10375B,
10376,S,10376S,120,10,59,143,7.5,10-376,,10376S,FN,CG,,143.125,-10.983333,10376S,
10381,S,10381S,750,10,41,143,58,10-381,,10381S,FN,CG,,143.966667,-10.683333,10381S,
10382,S,10382S,1720,10,40.5,143,46.5,10-382,,10382S,FN,CG,,143.775,-10.675,10382S,
10384,S,10384S,620,10,42.5,143,59,10-384,,10384S,FN,CG,,143.983333,-10.708333,10384S,
10385,S,10385S,310,10,43,143,57.5,10-385,,10385S,FN,CG,,143.958333,-10.716667,10385S,
10386,S,10386S,720,10,43.5,143,59,10-386,CRESCENTIC,10386S,FN,CG,O,143.983333,-10.725,10386S,
10387,S,10387S,120,10,42,143,31,10-387,,10387S,FN,CG,,143.516667,-10.7,10387S,
10388,A,10388A,80,10,42,143,31,10-388,,10388A,NA,CG,,143.516667,-10.7,10388A,
10388,B,10388B,60,10,42,143,32,10-388,,10388B,NA,CG,,143.533333,-10.7,10388B,
10389,S,10389S,250,10,44,143,57.5,10-389,,10389S,FN,CG,,143.958333,-10.733333,10389S,
10390,S,10390S,120,10,44,143,58.5,10-390,,10390S,FN,CG,,143.975,-10.733333,10390S,
10391,S,TRIANGLE REEF(10391),1880,10,45.5,143,59.5,TRIANGLE,CRESCENTIC,10391S,FN,CG,O,143.991667,-10.758333,TRIANGLE REEF(10391),
10392,S,10392S,9500,10,45,143,36,10-392,,10392S,FN,CG,,143.6,-10.75,10392S,
10393,S,10393S,1809,10,44,143,44,10-393,,10393S,FN,CG,,143.733333,-10.733333,10393S,
10394,S,10394S,120,10,46.5,143,30,10-394,,10394S,FN,CG,,143.5,-10.775,10394S,
10395,S,10395S,1500,10,47,143,41.5,10-395,,10395S,FN,CG,,143.691667,-10.783333,10395S,
10396,S,10396S,230,10,46.5,143,43,10-396,,10396S,FN,CG,,143.716667,-10.775,10396S,
10398,S,10398S,439,10,46,143,58.5,10-398,,10398S,FN,CG,,143.975,-10.766667,10398S,
10399,S,10399S,620,10,47,143,59.5,10-399,,10399S,FN,CG,,143.991667,-10.783333,10399S,
10400,S,10400S,120,10,47.5,143,59.5,10-400,,10400S,FN,CG,,143.991667,-10.791667,10400S,
10401,S,10401S,150,10,47.5,143,47,10-401,,10401S,FN,CG,,143.783333,-10.791667,10401S,
10402,S,10402S,380,10,48.5,144,0.5,10-402,,10402S,FN,CG,,144.008333,-10.808333,10402S,
10403,S,10403S,250,10,49.5,144,0,10-403,,10403S,FN,CG,,144,-10.825,10403S,
10404,S,10404S,50,10,49,143,49,10-404,,10404S,FN,CG,,143.816667,-10.816667,10404S,
10405,S,10405S,50,10,49,143,50,10-405,,10405S,FN,CG,,143.833333,-10.816667,10405S,
10406,S,10406S,439,10,50.5,144,1,10-406,,10406S,FN,CG,,144.016667,-10.841667,10406S,
10407,S,10407S,120,10,51.5,143,59,10-407,,10407S,FN,CG,,143.983333,-10.858333,10407S,
10408,S,10408S,190,10,51,143,39,10-408,,10408S,FN,CG,,143.65,-10.85,10408S,
10409,A,10409A,,10,51.5,143,42.5,10-409,,10409A,FN,CG,,143.708333,-10.858333,10409A,
10409,B,10409B,,10,51,143,45,10-409,,10409B,FN,CG,,143.75,-10.85,10409B,
10409,C,10409C,,10,53.5,143,45,10-409,,10409C,FN,CG,,143.75,-10.891667,10409C,
10410,S,10410S,150,10,51.5,143,47.5,10-410,,10410S,FN,CG,,143.791667,-10.858333,10410S,
10411,A,10411A,,10,48.5,143,28.5,10-411,,10411A,FN,CG,,143.475,-10.808333,10411A,
10411,B,10411B,,10,51.5,143,36.5,10-411,,10411B,FN,CG,,143.608333,-10.858333,10411B,
10411,C,10411C,,10,53.5,143,40,10-411,,10411C,FN,CG,,143.666667,-10.891667,10411C,
10411,D,10411D,,10,53.5,143,45,10-411,,10411D,FN,CG,,143.75,-10.891667,10411D,
10412,S,10412S,0,10,53,144,1,10-412,,10412S,FN,CG,,144.016667,-10.883333,10412S,
10413,S,10413S,80,10,54,143,33.5,10-413,,10413S,FN,CG,,143.558333,-10.9,10413S,
10414,S,10414S,690,10,55,144,1.5,10-414,,10414S,FN,CG,,144.025,-10.916667,10414S,
10415,S,10415S,190,10,54,143,34.5,10-415,,10415S,FN,CG,,143.575,-10.9,10415S,
10416,A,10416A,,10,57,144,1,10-416,,10416A,FN,CG,,144.016667,-10.95,10416A,
10416,B,10416B,,10,58,144,2,10-416,,10416B,FN,CG,,144.033333,-10.966667,10416B,
10417,A,10417A,,10,52.5,143,28,10-417,,10417A,FN,CG,,143.466667,-10.875,10417A,
10417,B,10417B,,10,54.5,143,31,10-417,,10417B,FN,CG,,143.516667,-10.908333,10417B,
10417,C,10417C,,10,54.5,143,32,10-417,,10417C,FN,CG,,143.533333,-10.908333,10417C,
10417,D,10417D,,10,56.5,143,28,10-417,,10417D,FN,CG,,143.466667,-10.941667,10417D,
10417,E,10417E,,10,56.5,143,30.5,10-417,,10417E,FN,CG,,143.508333,-10.941667,10417E,
10418,A,10418A,,11,0,144,2,10-418,,10418A,FN,CG,,144.033333,-11,10418A,
10418,B,10418B,,10,59.5,144,1.5,10-418,,10418B,FN,CG,,144.025,-10.991667,10418B,
10419,S,10419S,190,11,0,144,0.5,10-419,,10419S,FN,CG,,144.008333,-11,10419S,
10420,S,10420S,310,11,1,144,0,10-420,,10420S,FN,CG,,144,-11.016667,10420S,
10421,S,10421S,,10,59.5,143,22,10-421,,10421S,FN,CG,,143.366667,-10.991667,10421S,
10422,S,10422S,,10,59,143,18,10-422,,10422S,FN,CG,,143.3,-10.983333,10422S,
10428,S,10428S,,10,49.5,144,0,10-428,,10428S,,,,144,-10.825,10428S,
10429,S,10429S,,10,43.4,142,34,10-429,,10429S,,,,142.566667,-10.723333,10429S,
10430,S,10430S,,10,43.8,142,34.7,10-430,,10430S,,,,142.578333,-10.73,10430S,
10431,S,10431S,,10,47.7,142,34.8,10-431,,10431S,,,,142.58,-10.795,10431S,
10432,S,10432S,,10,49.7,142,33.5,10-432,,10432S,,,,142.558333,-10.828333,10432S,
10433,S,10433S,,10,44.5,142,35.9,10-433,,10433S,,,,142.598333,-10.741667,10433S,
10434,S,10434S,,10,45.5,142,36.3,10-434,,10434S,,,,142.605,-10.758333,10434S,
10701,S,10701S,,0,0,0,0,10-701,,10701S,,,,0,0,10701S,
10702,S,10702S,,0,0,0,0,10-702,,10702S,,,,0,0,10702S,
10703,S,10703S,,0,0,0,0,10-703,,10703S,,,,0,0,10703S,
10704,S,10704S,,0,0,0,0,10-704,,10704S,,,,0,0,10704S,
10705,S,10705S,,0,0,0,0,10-705,,10705S,,,,0,0,10705S,
10706,S,10706S,,0,0,0,0,10-706,,10706S,,,,0,0,10706S,
10707,S,10707S,,0,0,0,0,10-707,,10707S,,,,0,0,10707S,
10708,S,10708S,,0,0,0,0,10-708,,10708S,,,,0,0,10708S,
10709,S,10709S,,0,0,0,0,10-709,,10709S,,,,0,0,10709S,
10710,S,10710S,,0,0,0,0,10-710,,10710S,,,,0,0,10710S,
11001,S,ARNOLD REEF,80,11,0.5,142,59.5,ARNOLD ISLET,,11001S,FN,CG,,142.991667,-11.008333,ARNOLD REEF,
11002,S,THOMSON ISLET REEF,10,11,1.5,142,45.5,THOMSON ISLAND,,11002S,NA,CG,,142.758333,-11.025,THOMSON ISLET REEF,
11003,S,11003S,200,11,4.5,142,47.5,11-003,,11003S,FN,CG,,142.791667,-11.075,11003S,
11004,S,GILMORE BANK,20,11,9.5,142,50,GILMORE BANK,,11004S,FN,CG,,142.833333,-11.158333,GILMORE BANK,
11005,S,11005S,30,11,11.5,142,48.5,11-005,,11005S,FN,CG,,142.808333,-11.191667,11005S,
11006,S,11006S,10,11,12,142,48.5,11-006,,11006S,FN,CG,,142.808333,-11.2,11006S,
11007,S,11007S,20,11,14,142,49.5,11-007,,11007S,FN,CG,,142.825,-11.233333,11007S,
11008,S,11008S,120,11,15,142,49,11-008,,11008S,FN,CG,,142.816667,-11.25,11008S,
11009,S,BUSHY ISLAND REEF,190,11,15,142,52,BUSHY ISLAND,,11009S,FN,CG,,142.866667,-11.25,BUSHY ISLAND REEF,
11010,S,CAIRNCROSS ISLETS REEF,250,11,14.5,142,56,CAIRNCROSS ISLETS,,11010S,FN,CG,,142.933333,-11.241667,CAIRNCROSS ISLETS REEF,
11011,S,11011S,20,11,17.5,142,49.5,11-011,,11011S,FN,CG,,142.825,-11.291667,11011S,
11012,S,11012S,30,11,22.5,142,52,11-012,,11012S,FN,CG,,142.866667,-11.375,11012S,
11013,S,HALFWAY ISLET REEF,210,11,23,142,58,HALFWAY ISLET,,11013S,FN,CG,,142.966667,-11.383333,HALFWAY ISLET REEF,
11014,S,PEARN REEF,30,11,26.5,142,56,PEARN ROCK,,11014S,FN,CG,,142.933333,-11.441667,PEARN REEF,
11015,S,11015S,40,11,26,142,50.5,11-015,,11015S,FN,CG,,142.841667,-11.433333,11015S,
11016,S,MCSWEENEY REEF,340,11,1.5,143,15,MCSWEENEY,,11016S,FN,CG,M,143.25,-11.025,McSweeney Reef,
11017,S,11017S,280,11,1.5,143,19.5,11-017,,11017S,FN,CG,,143.325,-11.025,11017S,
11018,S,11018S,280,11,2,143,20.5,11-018,,11018S,FN,CG,,143.341667,-11.033333,11018S,
11019,S,11019S,80,11,1,143,28,11-019,,11019S,FN,CG,,143.466667,-11.016667,11019S,
11020,S,11020S,100,11,2.5,143,22,11-020,,11020S,FN,CG,,143.366667,-11.041667,11020S,
11021,S,11021S,80,11,3.5,143,22,11-021,,11021S,FN,CG,,143.366667,-11.058333,11021S,
11022,S,11022S,3560,11,3.5,143,28.5,11-022,,11022S,FN,CG,,143.475,-11.058333,11022S,
11023,S,11023S,250,11,4.5,143,23.5,11-023,,11023S,FN,CG,,143.391667,-11.075,11023S,
11024,S,11024S,1840,11,5,143,18.5,11-024,,11024S,FN,CG,,143.308333,-11.083333,11024S,
11025,S,11025S,1440,11,4,143,5.5,CHRISTMAS,,11025S,FN,CG,,143.091667,-11.066667,11025S,
11026,S,SINCLAIR REEF,210,11,7,143,1.5,SINCLAIR ISLET,,11026S,FN,CG,,143.025,-11.116667,SINCLAIR REEF,
11027,S,11027S,20,11,7.5,143,0,11-027,,11027S,FN,CG,,143,-11.125,11027S,
11028,S,11028S,660,11,6,143,29,11-028,,11028S,FN,CG,,143.483333,-11.1,11028S,
11029,S,MONSOON REEF,190,11,8,143,15.5,MONSOON,,11029S,FN,CG,M,143.258333,-11.133333,Monsoon Reef,
11030,S,11030S,4750,11,8.5,143,26,11-030,,11030S,FN,CG,,143.433333,-11.141667,11030S,
11031,S,11031S,1250,11,9,143,14.5,11-031,,11031S,FN,CG,,143.241667,-11.15,11031S,
11032,S,11032S,250,11,9.5,143,25,11-032,,11032S,FN,CG,,143.416667,-11.158333,11032S,
11033,A,11033A,680,11,11,143,24,11-033,,11033A,FN,CG,,143.4,-11.183333,11033A,
11033,B,11033B,190,11,12,143,23.5,11-033,,11033B,FN,CG,,143.391667,-11.2,11033B,
11034,S,11034S,1280,11,10.5,143,6,11-034,,11034S,FN,CG,,143.1,-11.175,11034S,
11035,S,MILMAN-APLIN REEF,560,11,11,143,2,MILMAN/APLIN ISLETS,,11035S,FN,CG,,143.033333,-11.183333,MILMAN-APLIN REEF,
11036,S,PARSONS REEF,250,11,11.5,143,12.5,PARSONS,,11036S,FN,CG,,143.208333,-11.191667,PARSONS REEF,
11037,S,COLLETTE REEF,3060,11,13,143,19.5,COLLETTE,,11037S,FN,CG,,143.325,-11.216667,COLLETTE REEF,
11038,S,DOUGLAS ISLET REEF,250,11,14,143,0,DOUGLAS ISLET (11038),,11038S,FN,CG,,143,-11.233333,DOUGLAS ISLET REEF,
11039,S,11039S,680,11,14,143,15.5,11-039,,11039S,FN,CG,,143.258333,-11.233333,11039S,
11040,S,11040S,190,11,16,143,9,11-040,,11040S,FN,CG,,143.15,-11.266667,11040S,
11041,A,11041A,40,11,17,143,2,11-041,,11041A,FN,CG,,143.033333,-11.283333,11041A,
11041,B,11041B,60,11,17,143,3,11-041,,11041B,FN,CG,,143.05,-11.283333,11041B,
11042,S,11042S,470,11,17.5,143,12.5,11-042,,11042S,FN,CG,,143.208333,-11.291667,11042S,
11043,S,ONSLOW REEF,40,11,17.5,143,16.5,ONSLOW,,11043S,FN,CG,,143.275,-11.291667,ONSLOW REEF,
11044,S,WILDS SHOAL,6190,11,16.5,143,21.5,WILDS SHOAL,,11044S,FN,CG,,143.358333,-11.275,WILDS SHOAL,
11045,S,11045S,810,11,16,143,28.5,11-045,,11045S,FN,CG,,143.475,-11.266667,11045S,
11046,S,11046S,40,11,19,143,8,11-046,,11046S,FN,CG,,143.133333,-11.316667,11046S,
11047,S,11047S,310,11,20.5,143,8,11-047,,11047S,FN,CG,,143.133333,-11.341667,11047S,
11048,S,TURNING POINT PATCHES,12060,11,20.5,143,28,TURNING POINT PATCHES,,11048S,FN,CG,,143.466667,-11.341667,TURNING POINT PATCHES,
11049,S,11049S,310,11,21.5,143,20,11-049,,11049S,FN,CG,M,143.333333,-11.358333,Reef 11-049,1
11050,S,11050S,0,11,22.5,143,10,11-050,,11050S,FN,CG,,143.166667,-11.375,11050S,
11051,S,11051S,80,11,22,143,4.5,11-051,,11051S,FN,CG,,143.075,-11.366667,11051S,
11052,S,CHOLMONDELEY REEF,180,11,23,143,4.5,CHOLMONDELEY ISLET,,11052S,FN,CG,,143.075,-11.383333,CHOLMONDELEY REEF,
11053,S,JARDINE REEF,120,11,23,143,2,JARDINE ISLET,,11053S,FN,CG,,143.033333,-11.383333,JARDINE REEF,
11054,S,11054S,970,11,26,143,10,11-054,,11054S,FN,CG,,143.166667,-11.433333,11054S,
11055,S,WALLACE ISLET REEF,400,11,27,143,2.5,WALLACE ISLET (11055),,11055S,FN,CG,I,143.041667,-11.45,WALLACE ISLET REEF,
11056,A,11056A,4060,11,31,143,21.5,11-056,,11056A,FN,CG,,143.358333,-11.516667,11056A,
11056,B,11056B,9810,11,29,143,16,11-056,,11056B,FN,CG,,143.266667,-11.483333,11056B,
11056,C,11056C,10630,11,23.5,143,17.5,11-056,,11056C,FN,CG,,143.291667,-11.391667,11056C,
11056,D,11056D,1859,11,25.5,143,26.5,11-056,,11056D,FN,CG,,143.441667,-11.425,11056D,
11057,S,COCHIN REEF,1030,11,27,143,22.5,11-057,,11057S,FN,CG,,143.375,-11.45,COCHIN REEF,
11058,S,PARKINSON REEF,190,11,28,143,7.5,11-058,,11058S,FN,CG,,143.125,-11.466667,PARKINSON REEF,
11059,S,MONKMAN REEF,810,11,28,143,9.5,11-059,,11059S,FN,CG,,143.158333,-11.466667,MONKMAN REEF,
11060,S,11060S,190,11,29,143,4.5,11-060,,11060S,FN,CG,,143.075,-11.483333,11060S,
11061,S,LITTLE BOYDONG REEF,250,11,29,143,2.5,LITTLE BOYDONG IT,PLANAR,11061S,FN,CG,I,143.041667,-11.483333,LITTLE BOYDONG REEF,
11062,S,BOYDONG ISLAND REEF,340,11,29.5,143,1.5,BOYDONG IS,PLANAR,11062S,FN,CG,I,143.025,-11.491667,BOYDONG ISLAND REEF,
11063,S,11063S,5560,11,1,143,35,11-063,,11063S,FN,CG,,143.583333,-11.016667,11063S,
11064,S,11064S,6880,11,4,143,35,11-064,,11064S,FN,CG,,143.583333,-11.066667,11064S,
11065,S,11065S,1709,11,7.5,143,34.5,11-065,,11065S,FN,CG,,143.575,-11.125,11065S,
11066,S,11066S,310,11,9.5,143,40.5,11-066,,11066S,FN,CG,,143.675,-11.158333,11066S,
11067,S,11067S,1970,11,10,143,33.5,11-067,,11067S,FN,CG,,143.558333,-11.166667,11067S,
11068,S,11068S,1310,11,12.5,143,35,11-068,,11068S,FN,CG,,143.583333,-11.208333,11068S,
11069,S,11069S,3500,11,12.5,143,44.5,11-069,,11069S,FN,CG,,143.741667,-11.208333,11069S,
11070,S,MACLENNAN REEF,12810,11,16,143,44,11-070,,11070S,FN,CG,,143.733333,-11.266667,MACLENNAN REEF,
11071,S,11071S,5500,11,15,143,32.5,11-071,,11071S,FN,CG,,143.541667,-11.25,11071S,
11072,S,11072S,50,11,16.5,143,59,11-072,,11072S,FN,CG,,143.983333,-11.275,11072S,
11073,S,11073S,50,11,16.5,144,0,11-073,,11073S,FN,CG,,144,-11.275,11073S,
11074,S,11074S,60,11,17,143,59.5,11-074,,11074S,FN,CG,,143.991667,-11.283333,11074S,
11075,S,11075S,40,11,17,143,58,11-075,,11075S,FN,CG,,143.966667,-11.283333,11075S,
11076,S,11076S,20,11,18,143,58,11-076,,11076S,FN,CG,,143.966667,-11.3,11076S,
11077,S,11077S,310,11,18.5,143,57,11-077,,11077S,FN,CG,,143.95,-11.308333,11077S,
11078,S,11078S,20,11,19,143,58,11-078,,11078S,FN,CG,,143.966667,-11.316667,11078S,
11079,S,11079S,810,11,18,143,30,11-079,,11079S,FN,CG,,143.5,-11.3,11079S,
11080,A,11080A,1000,11,18,143,39.5,11-080,,11080A,FN,CG,,143.658333,-11.3,11080A,
11080,B,11080B,2190,11,18,143,41.5,11-080,,11080B,FN,CG,,143.691667,-11.3,11080B,
11081,S,11081S,190,11,20,143,56.5,11-081,,11081S,FN,CG,,143.941667,-11.333333,11081S,
11082,S,11082S,60,11,20.5,143,56,11-082,,11082S,FN,CG,,143.933333,-11.341667,11082S,
11083,S,11083S,10,11,21,143,56.5,11-083,,11083S,FN,CG,,143.941667,-11.35,11083S,
11084,S,11084S,40,11,21,143,57.5,11-084,,11084S,FN,CG,,143.958333,-11.35,11084S,
11085,S,11085S,20,11,21,143,56,11-085,,11085S,FN,CG,,143.933333,-11.35,11085S,
11086,S,11086S,10,11,21,143,56.5,11-086,,11086S,FN,CG,,143.941667,-11.35,11086S,
11087,S,11087S,250,11,21.5,143,56.5,11-087,,11087S,FN,CG,,143.941667,-11.358333,11087S,
11088,S,11088S,80,11,22,143,56.5,11-088,,11088S,FN,CG,,143.941667,-11.366667,11088S,
11089,A,11089A,30,11,22.5,143,57.5,11-089,,11089A,FN,CG,,143.958333,-11.375,11089A,
11089,B,11089B,120,11,22.5,143,56.5,11-089,,11089B,FN,CG,,143.941667,-11.375,11089B,
11090,S,11090S,240,11,20,143,34.5,11-090,,11090S,FN,CG,,143.575,-11.333333,11090S,
11091,S,11091S,120,11,23,143,56.5,11-091,,11091S,FN,CG,,143.941667,-11.383333,11091S,
11092,S,11092S,2810,11,22.5,143,42.5,11-092,,11092S,FN,CG,,143.708333,-11.375,11092S,
11093,S,11093S,380,11,24,143,45.5,MACLENNAN CAY,,11093S,FN,CG,,143.758333,-11.4,11093S,
11094,S,11094S,20,11,23.5,143,56.5,11-094,,11094S,FN,CG,,143.941667,-11.391667,11094S,
11095,S,11095S,10,11,24,143,57,11-095,,11095S,FN,CG,,143.95,-11.4,11095S,
11096,S,11096S,20,11,24.5,143,57,11-096,,11096S,FN,CG,,143.95,-11.408333,11096S,
11097,S,11097S,40,11,25,143,56.5,11-097,,11097S,FN,CG,,143.941667,-11.416667,11097S,
11098,S,RISK REEF,500,11,25,143,45.5,BRIERLY,,11098S,FN,CG,,143.758333,-11.416667,RISK REEF,
